TrägerNr;TrägerName;OT-Nr;EDV-Nr;Einrichtung;Strasse;Telefon;OktPlätze0<3;OktPlätze3<6;OktPlätze>6;Trägerart;BesonderesProfil
1;KiTa Bremen;233;338;Soz.päd. Spielkreis der Kita Stichnathstr.;Max-Jahn-Weg 13 a;;10;0;0;öffentlicher Träger;
99;Freundeskreis Haus der Familie e. V.;383;339;Soz.päd.Spielkreis im Haus d. Familie Hemelingen (Wühlmäuse III);Hinter den Ellern 1 a;4915092;8;0;0;gemeinnütziger Verein;
18;Petri Minis gGmbH;383;341;Soz.Päd. Spielkreis im Bürgerhaus Hemelingen;Godehardstr. 4;42795-0/16;8;0;0;freier Träger der Wohlfahrtspflege;
98;Christliche Eltern-Kind-Initiative Kinderinsel Sonnenschein e. V.;233;342;Soz.Päd. Spielkreis bei den Kirchenmäusen;Am Mohrenshof 1;5979747;16;0;0;Elternverein;
18;Petri Minis gGmbH;442;351;Kindergarten Sonnenschein;Halmer Weg 49 a;69664990;8;0;0;freier Träger der Wohlfahrtspflege;
18;Petri Minis gGmbH;442;352;Soz.päd.Spielkreis Sonnenschein;Halmer Weg 49 a;;8;0;0;freier Träger der Wohlfahrtspflege;
98;Elternverein Kindergarten Murmel;341;353;Soz.päd. Spielkreis Kindergarten Horner Murmel;Horner Heerstr. 19;;8;0;0;Elternverein;
2;St. Michaelis Gemeinde;112;395;Kita der Gde. St. Michaelis;Doventorsteinweg 51;;10;20;0;kirchlicher Träger;
98;Verein Riesenzwerge e. V.;113;416;Kleinkindgruppe Riesenzwerge;Hoppenbank 2-3;702946;8;0;0;Elternverein;
11;Stiftung St. Petri-Waisenhaus von 1692;373;504;Teeny-Gruppe auf dem Kinderbauernhof;Am Osterholzer Deich 14;9596122;0;0;12;freier Träger der Wohlfahrtspflege;
2;Ev. Gemeinde Neue Vahr;335;512;Krippe der Ev. Gemeinde Neue Vahr (Christus-Gemeinde);Adam-Stegerwald-Straße 42;46021718;18;0;0;kirchlicher Träger;
4;Arbeiterwohlfahrt;434;550;Kita Anna-Stiegler-Haus;Waller Str. 6;790251;16;0;0;freier Träger der Wohlfahrtspflege;
4;Arbeiterwohlfahrt;374;551;Kita Weserpark;Hans-Bredow-Str. 9;790245;16;0;0;freier Träger der Wohlfahrtspflege;
5;Deutsches Rotes Kreuz Bremen;372;554;Kita DRK OST (Arche 2);Ellener Dorfstr. 5;2474479;10;20;0;freier Träger der Wohlfahrtspflege;
98;Drachenkinder e.V.;322;798;Drachenkinder;Lloydstr. 4-6;6844991;8;14;0;Elternverein;bilingualer Kindergarten
19;Technologiepark e. V.;211;900;Beluga-Krippe;Teerhof 59;696269;20;0;0;freier Träger der Wohlfahrtspflege;Krippe für MitarbeiterInnen mehrerer Firmen
98;Familienbündnis e.V.;515;901;"Kindergarten ""Fliegenpilz""";Billungstraße 31-33;2434153;5;10;0;Elternverein;
98;Elternverein Hafenkinder e.V.;437;950;Kindergruppe Hafenkinder;Tilsiter Str. 1;69667665;10;0;0;Elternverein;
98;Kindergruppe Kauderwelchs e.V.;312;951;Kindergruppe Kauderwelsch;Mathildenstraße 89;68565218;8;0;0;Elternverein;
98;Scola nova e.V.;325;961;Kindergarten girotondo;Dölvestraße 8;0172-4402503;10;40;0;Elternverein;
98;"Kita ""Die Lütten e.V.""";111;968;"Kita ""Die Lütten e.V.""";Dechanatstr. 13-15;;10;0;0;Elternverein;
